Summary,Issue Type,Description,Labels
"[FE-27] Creer composant DeployInstructions",Task,"**Objectif:** Creer le modal avec les instructions de deploiement d'agent a copier.

**Exemple de code:**
\`\`\`tsx
// src/components/Agents/DeployInstructions.tsx
import { useState } from 'react'
import { Button } from '@components/common'
import { ClipboardIcon, CheckIcon } from '@heroicons/react/24/outline'

type Platform = 'windows' | 'linux'

export function DeployInstructions() {
  const [platform, setPlatform] = useState<Platform>('windows')
  const [copied, setCopied] = useState(false)

  const serverUrl = import.meta.env.VITE_API_URL || 'https://localhost:8443'

  const commands: Record<Platform, string> = {
    windows: `powershell -ExecutionPolicy Bypass -Command ""IEX(New-Object Net.WebClient).DownloadString('${serverUrl}/deploy/agent.ps1')""`,
    linux: `curl -sSL ${serverUrl}/deploy/agent.sh | sudo bash`,
  }

  const handleCopy = async () => {
    await navigator.clipboard.writeText(commands[platform])
    setCopied(true)
    setTimeout(() => setCopied(false), 2000)
  }

  return (
    <div className=""space-y-6"">
      <p className=""text-neutral-600"">
        Deploy an AutoStrike agent on your target endpoint to enable attack simulation.
      </p>

      {/* Platform Selection */}
      <div className=""flex gap-2"">
        <button
          onClick={() => setPlatform('windows')}
          className={`flex-1 py-3 px-4 rounded-lg border-2 transition ${
            platform === 'windows'
              ? 'border-primary-500 bg-primary-50'
              : 'border-neutral-200 hover:border-neutral-300'
          }`}
        >
          <div className=""font-medium"">Windows</div>
          <div className=""text-sm text-neutral-500"">Windows 10/11, Server 2016+</div>
        </button>
        <button
          onClick={() => setPlatform('linux')}
          className={`flex-1 py-3 px-4 rounded-lg border-2 transition ${
            platform === 'linux'
              ? 'border-primary-500 bg-primary-50'
              : 'border-neutral-200 hover:border-neutral-300'
          }`}
        >
          <div className=""font-medium"">Linux</div>
          <div className=""text-sm text-neutral-500"">Ubuntu 20+, Debian, CentOS</div>
        </button>
      </div>

      {/* Command */}
      <div>
        <label className=""block text-sm font-medium text-neutral-700 mb-2"">
          Run this command as Administrator:
        </label>
        <div className=""relative"">
          <pre className=""bg-neutral-900 text-green-400 p-4 rounded-lg text-sm overflow-x-auto font-mono"">
            {commands[platform]}
          </pre>
          <button
            onClick={handleCopy}
            className=""absolute top-2 right-2 p-2 bg-neutral-700 hover:bg-neutral-600 rounded text-white""
            title=""Copy to clipboard""
          >
            {copied ? (
              <CheckIcon className=""w-5 h-5 text-green-400"" />
            ) : (
              <ClipboardIcon className=""w-5 h-5"" />
            )}
          </button>
        </div>
      </div>

      {/* Requirements */}
      <div className=""bg-warning-50 border border-warning-200 rounded-lg p-4"">
        <h4 className=""font-medium text-warning-800 mb-2"">Requirements</h4>
        <ul className=""list-disc list-inside text-sm text-warning-700 space-y-1"">
          <li>Administrator/root privileges required</li>
          <li>Network access to {serverUrl}</li>
          <li>Port 8443 must be open outbound</li>
          {platform === 'windows' && <li>PowerShell 5.1+ installed</li>}
          {platform === 'linux' && <li>curl and bash installed</li>}
        </ul>
      </div>

      <div className=""flex justify-end gap-3"">
        <Button variant=""secondary"" onClick={handleCopy}>
          {copied ? 'Copied!' : 'Copy Command'}
        </Button>
      </div>
    </div>
  )
}
\`\`\`

**Fichiers a creer:**
- dashboard/src/components/Agents/DeployInstructions.tsx

**Definition of Done:**
- [ ] Selection plateforme Windows/Linux
- [ ] Commande one-liner a copier
- [ ] Bouton copier avec feedback visuel
- [ ] Liste des prerequis par plateforme
- [ ] Style terminal pour la commande
- [ ] URL serveur configurable via env",dashboard;component
"[FE-28] Creer page Scenarios",Task,"**Objectif:** Creer la page de gestion des scenarios avec liste et actions CRUD.

**Exemple de code:**
\`\`\`tsx
// src/pages/Scenarios.tsx
import { useEffect, useState } from 'react'
import { useNavigate } from 'react-router-dom'
import { useScenarioStore } from '@stores/scenarioStore'
import { ScenarioList } from '@components/Scenarios/ScenarioList'
import { ScenarioBuilder } from '@components/Scenarios/ScenarioBuilder'
import { Button, Modal, Card } from '@components/common'
import { PlusIcon } from '@heroicons/react/24/outline'

export function Scenarios() {
  const navigate = useNavigate()
  const { scenarios, loading, fetchScenarios, deleteScenario, duplicateScenario } = useScenarioStore()
  const [showCreateModal, setShowCreateModal] = useState(false)
  const [editingScenario, setEditingScenario] = useState<string | null>(null)

  useEffect(() => {
    fetchScenarios()
  }, [fetchScenarios])

  const handleDelete = async (id: string) => {
    if (confirm('Are you sure you want to delete this scenario?')) {
      await deleteScenario(id)
    }
  }

  const handleDuplicate = async (id: string) => {
    const duplicated = await duplicateScenario(id)
    setEditingScenario(duplicated.id)
    setShowCreateModal(true)
  }

  const handleExecute = (id: string) => {
    navigate(`/execution?scenario=${id}`)
  }

  return (
    <div className=""space-y-6"">
      {/* Header */}
      <div className=""flex justify-between items-center"">
        <div>
          <h2 className=""text-lg font-semibold text-neutral-900"">Attack Scenarios</h2>
          <p className=""text-neutral-500"">Create and manage attack simulation scenarios</p>
        </div>
        <Button onClick={() => { setEditingScenario(null); setShowCreateModal(true); }}>
          <PlusIcon className=""w-5 h-5"" />
          New Scenario
        </Button>
      </div>

      {/* Liste */}
      {loading ? (
        <div className=""flex justify-center py-12"">
          <div className=""animate-spin w-8 h-8 border-4 border-primary-500 border-t-transparent rounded-full"" />
        </div>
      ) : scenarios.length === 0 ? (
        <Card className=""text-center py-12"">
          <p className=""text-neutral-500 mb-4"">No scenarios yet. Create your first attack scenario!</p>
          <Button onClick={() => setShowCreateModal(true)}>
            <PlusIcon className=""w-5 h-5"" />
            Create Scenario
          </Button>
        </Card>
      ) : (
        <ScenarioList
          scenarios={scenarios}
          onEdit={(id) => { setEditingScenario(id); setShowCreateModal(true); }}
          onDelete={handleDelete}
          onDuplicate={handleDuplicate}
          onExecute={handleExecute}
        />
      )}

      {/* Modal Create/Edit */}
      <Modal
        isOpen={showCreateModal}
        onClose={() => { setShowCreateModal(false); setEditingScenario(null); }}
        title={editingScenario ? 'Edit Scenario' : 'Create Scenario'}
      >
        <ScenarioBuilder
          scenarioId={editingScenario}
          onClose={() => { setShowCreateModal(false); setEditingScenario(null); }}
        />
      </Modal>
    </div>
  )
}
\`\`\`

**Fichiers a creer:**
- dashboard/src/pages/Scenarios.tsx

**Definition of Done:**
- [ ] Liste des scenarios avec ScenarioList
- [ ] Bouton creation ouvrant modal ScenarioBuilder
- [ ] Actions: Edit, Delete, Duplicate, Execute
- [ ] Confirmation avant suppression
- [ ] State vide avec call-to-action
- [ ] Redirection vers Execution avec scenario ID",dashboard;page
"[FE-29] Creer composant ScenarioList",Task,"**Objectif:** Creer le composant table des scenarios avec colonnes et actions.

**Exemple de code:**
\`\`\`tsx
// src/components/Scenarios/ScenarioList.tsx
import { Scenario } from '@types/scenario'
import { Button } from '@components/common'
import {
  PencilIcon,
  TrashIcon,
  DocumentDuplicateIcon,
  PlayIcon,
} from '@heroicons/react/24/outline'

interface ScenarioListProps {
  scenarios: Scenario[]
  onEdit: (id: string) => void
  onDelete: (id: string) => void
  onDuplicate: (id: string) => void
  onExecute: (id: string) => void
}

export function ScenarioList({
  scenarios,
  onEdit,
  onDelete,
  onDuplicate,
  onExecute,
}: ScenarioListProps) {
  const getTechniqueCount = (scenario: Scenario): number => {
    return scenario.phases.reduce((acc, phase) => acc + phase.techniques.length, 0)
  }

  return (
    <div className=""bg-white rounded-lg shadow overflow-hidden"">
      <table className=""min-w-full divide-y divide-neutral-200"">
        <thead className=""bg-neutral-50"">
          <tr>
            <th className=""px-6 py-3 text-left text-xs font-medium text-neutral-500 uppercase"">
              Name
            </th>
            <th className=""px-6 py-3 text-left text-xs font-medium text-neutral-500 uppercase"">
              Phases
            </th>
            <th className=""px-6 py-3 text-left text-xs font-medium text-neutral-500 uppercase"">
              Techniques
            </th>
            <th className=""px-6 py-3 text-left text-xs font-medium text-neutral-500 uppercase"">
              Updated
            </th>
            <th className=""px-6 py-3 text-right text-xs font-medium text-neutral-500 uppercase"">
              Actions
            </th>
          </tr>
        </thead>
        <tbody className=""bg-white divide-y divide-neutral-200"">
          {scenarios.map((scenario) => (
            <tr key={scenario.id} className=""hover:bg-neutral-50"">
              <td className=""px-6 py-4"">
                <div className=""font-medium text-neutral-900"">{scenario.name}</div>
                <div className=""text-sm text-neutral-500 truncate max-w-xs"">
                  {scenario.description}
                </div>
              </td>
              <td className=""px-6 py-4 whitespace-nowrap text-sm text-neutral-500"">
                {scenario.phases.length} phases
              </td>
              <td className=""px-6 py-4 whitespace-nowrap text-sm text-neutral-500"">
                {getTechniqueCount(scenario)} techniques
              </td>
              <td className=""px-6 py-4 whitespace-nowrap text-sm text-neutral-500"">
                {new Date(scenario.updatedAt).toLocaleDateString()}
              </td>
              <td className=""px-6 py-4 whitespace-nowrap text-right"">
                <div className=""flex justify-end gap-2"">
                  <button
                    onClick={() => onExecute(scenario.id)}
                    className=""p-2 text-success-600 hover:bg-success-50 rounded""
                    title=""Execute""
                  >
                    <PlayIcon className=""w-5 h-5"" />
                  </button>
                  <button
                    onClick={() => onEdit(scenario.id)}
                    className=""p-2 text-primary-600 hover:bg-primary-50 rounded""
                    title=""Edit""
                  >
                    <PencilIcon className=""w-5 h-5"" />
                  </button>
                  <button
                    onClick={() => onDuplicate(scenario.id)}
                    className=""p-2 text-neutral-600 hover:bg-neutral-100 rounded""
                    title=""Duplicate""
                  >
                    <DocumentDuplicateIcon className=""w-5 h-5"" />
                  </button>
                  <button
                    onClick={() => onDelete(scenario.id)}
                    className=""p-2 text-danger-600 hover:bg-danger-50 rounded""
                    title=""Delete""
                  >
                    <TrashIcon className=""w-5 h-5"" />
                  </button>
                </div>
              </td>
            </tr>
          ))}
        </tbody>
      </table>
    </div>
  )
}
\`\`\`

**Fichiers a creer:**
- dashboard/src/components/Scenarios/ScenarioList.tsx
- dashboard/src/components/Scenarios/index.ts

**Definition of Done:**
- [ ] Table avec colonnes: Name, Phases, Techniques, Updated, Actions
- [ ] Affichage description tronquee
- [ ] Comptage techniques total (somme des phases)
- [ ] Boutons actions: Execute (play), Edit, Duplicate, Delete
- [ ] Hover effect sur les lignes
- [ ] Icons Heroicons coherentes",dashboard;component
"[FE-30] Creer composant ScenarioBuilder",Task,"**Objectif:** Creer le formulaire de creation/edition de scenario avec phases et selection techniques.

**Exemple de code:**
\`\`\`tsx
// src/components/Scenarios/ScenarioBuilder.tsx
import { useState, useEffect } from 'react'
import { useScenarioStore } from '@stores/scenarioStore'
import { useTechniqueStore } from '@stores/techniqueStore'
import { Button, Input } from '@components/common'
import { PhaseEditor } from './PhaseEditor'
import { PlusIcon } from '@heroicons/react/24/outline'
import type { Phase, CreateScenarioDto } from '@types/scenario'

interface ScenarioBuilderProps {
  scenarioId: string | null
  onClose: () => void
}

export function ScenarioBuilder({ scenarioId, onClose }: ScenarioBuilderProps) {
  const { currentScenario, fetchScenario, createScenario, updateScenario, loading } = useScenarioStore()
  const { techniques, fetchTechniques } = useTechniqueStore()

  const [name, setName] = useState('')
  const [description, setDescription] = useState('')
  const [phases, setPhases] = useState<Omit<Phase, 'order'>[]>([
    { name: 'Initial Access', description: '', techniques: [] }
  ])
  const [errors, setErrors] = useState<Record<string, string>>({})

  useEffect(() => {
    fetchTechniques()
    if (scenarioId) {
      fetchScenario(scenarioId)
    }
  }, [scenarioId, fetchScenario, fetchTechniques])

  useEffect(() => {
    if (scenarioId && currentScenario) {
      setName(currentScenario.name)
      setDescription(currentScenario.description)
      setPhases(currentScenario.phases.map(({ order, ...p }) => p))
    }
  }, [currentScenario, scenarioId])

  const validate = (): boolean => {
    const newErrors: Record<string, string> = {}
    if (!name.trim()) newErrors.name = 'Name is required'
    if (phases.length === 0) newErrors.phases = 'At least one phase is required'
    if (phases.some(p => p.techniques.length === 0)) {
      newErrors.phases = 'Each phase must have at least one technique'
    }
    setErrors(newErrors)
    return Object.keys(newErrors).length === 0
  }

  const handleSubmit = async () => {
    if (!validate()) return

    const data: CreateScenarioDto = { name, description, phases }

    try {
      if (scenarioId) {
        await updateScenario(scenarioId, data)
      } else {
        await createScenario(data)
      }
      onClose()
    } catch (error) {
      setErrors({ submit: (error as Error).message })
    }
  }

  const addPhase = () => {
    setPhases([...phases, { name: `Phase ${phases.length + 1}`, description: '', techniques: [] }])
  }

  const updatePhase = (index: number, phase: Omit<Phase, 'order'>) => {
    setPhases(phases.map((p, i) => i === index ? phase : p))
  }

  const removePhase = (index: number) => {
    setPhases(phases.filter((_, i) => i !== index))
  }

  return (
    <div className=""space-y-6 max-h-[70vh] overflow-y-auto"">
      {/* Name & Description */}
      <div className=""space-y-4"">
        <div>
          <label className=""block text-sm font-medium text-neutral-700 mb-1"">
            Scenario Name *
          </label>
          <Input
            value={name}
            onChange={(e) => setName(e.target.value)}
            placeholder=""e.g., Ransomware Simulation""
            error={errors.name}
          />
        </div>
        <div>
          <label className=""block text-sm font-medium text-neutral-700 mb-1"">
            Description
          </label>
          <textarea
            value={description}
            onChange={(e) => setDescription(e.target.value)}
            placeholder=""Describe the attack scenario...""
            className=""w-full border rounded-lg px-3 py-2 h-24 resize-none""
          />
        </div>
      </div>

      {/* Phases */}
      <div>
        <div className=""flex items-center justify-between mb-4"">
          <h3 className=""font-medium text-neutral-900"">Phases</h3>
          <Button variant=""ghost"" size=""sm"" onClick={addPhase}>
            <PlusIcon className=""w-4 h-4"" />
            Add Phase
          </Button>
        </div>
        {errors.phases && (
          <p className=""text-danger-500 text-sm mb-2"">{errors.phases}</p>
        )}
        <div className=""space-y-4"">
          {phases.map((phase, index) => (
            <PhaseEditor
              key={index}
              phase={phase}
              techniques={techniques}
              onChange={(updated) => updatePhase(index, updated)}
              onRemove={() => removePhase(index)}
              canRemove={phases.length > 1}
            />
          ))}
        </div>
      </div>

      {/* Actions */}
      {errors.submit && (
        <p className=""text-danger-500 text-sm"">{errors.submit}</p>
      )}
      <div className=""flex justify-end gap-3 pt-4 border-t"">
        <Button variant=""secondary"" onClick={onClose}>
          Cancel
        </Button>
        <Button onClick={handleSubmit} loading={loading}>
          {scenarioId ? 'Update Scenario' : 'Create Scenario'}
        </Button>
      </div>
    </div>
  )
}
\`\`\`

**Fichiers a creer:**
- dashboard/src/components/Scenarios/ScenarioBuilder.tsx

**Definition of Done:**
- [ ] Formulaire nom et description
- [ ] Gestion des phases (ajout, suppression, edition)
- [ ] Integration PhaseEditor pour chaque phase
- [ ] Validation: nom requis, au moins 1 phase, au moins 1 technique par phase
- [ ] Mode creation et edition (selon scenarioId)
- [ ] Chargement du scenario existant en mode edit
- [ ] Gestion des erreurs et loading state",dashboard;component
"[FE-31] Creer page Matrix (Matrice ATT&CK)",Task,"**Objectif:** Creer la page principale affichant la matrice MITRE ATT&CK interactive avec visualisation de la couverture de securite.

**Code TSX exemple:**
```tsx
import React, { useState } from 'react';
import { MitreMatrix } from '../components/AttackMatrix/MitreMatrix';
import { TechniqueDetails } from '../components/AttackMatrix/TechniqueDetails';
import { useScenarios } from '../hooks/useScenarios';
import { Technique } from '../types';

export const MatrixPage: React.FC = () => {
  const { techniques, results, isLoading } = useScenarios();
  const [selectedTechnique, setSelectedTechnique] = useState<Technique | null>(null);

  if (isLoading) return <div className=""flex justify-center p-8""><Spinner /></div>;

  return (
    <div className=""container mx-auto p-6"">
      <h1 className=""text-2xl font-bold mb-6"">Matrice MITRE ATT&CK</h1>
      <div className=""grid grid-cols-1 lg:grid-cols-4 gap-6"">
        <div className=""lg:col-span-3"">
          <MitreMatrix
            techniques={techniques}
            results={results}
            onTechniqueClick={setSelectedTechnique}
          />
        </div>
        <div className=""lg:col-span-1"">
          {selectedTechnique && (
            <TechniqueDetails technique={selectedTechnique} />
          )}
        </div>
      </div>
    </div>
  );
};
```

**Fichiers:**
- src/pages/MatrixPage.tsx
- src/routes/index.tsx (ajout route /matrix)

**Definition of Done:**
- [ ] Page accessible via /matrix
- [ ] Matrice MITRE affichee avec toutes les tactics
- [ ] Couleurs selon status (blocked, detected, success, untested)
- [ ] Panel details visible au clic sur technique
- [ ] Loading state implemente
- [ ] Tests unitaires passes",dashboard;page
"[FE-32] Creer composant MitreMatrix",Task,"**Objectif:** Creer le composant principal de la matrice MITRE ATT&CK avec D3.js pour afficher les 14 tactics et leurs techniques avec code couleur.

**Code TSX exemple:**
```tsx
import React, { useMemo } from 'react';
import * as d3 from 'd3';
import { TacticColumn } from './TacticColumn';
import { HeatmapLegend } from './HeatmapLegend';
import { Technique, ExecutionResult } from '../../types';

interface MitreMatrixProps {
  techniques: Technique[];
  results: ExecutionResult[];
  onTechniqueClick: (technique: Technique) => void;
}

const TACTICS_ORDER = [
  'reconnaissance', 'resource-development', 'initial-access',
  'execution', 'persistence', 'privilege-escalation',
  'defense-evasion', 'credential-access', 'discovery',
  'lateral-movement', 'collection', 'command-and-control',
  'exfiltration', 'impact'
];

export const MitreMatrix: React.FC<MitreMatrixProps> = ({
  techniques, results, onTechniqueClick
}) => {
  const techniquesByTactic = useMemo(() => {
    const grouped: Record<string, Technique[]> = {};
    TACTICS_ORDER.forEach(tactic => {
      grouped[tactic] = techniques.filter(t => t.tactic === tactic);
    });
    return grouped;
  }, [techniques]);

  const colorScale = useMemo(() => {
    return d3.scaleOrdinal<string>()
      .domain(['success', 'blocked', 'detected', 'untested'])
      .range(['#ef4444', '#22c55e', '#f59e0b', '#6b7280']);
  }, []);

  return (
    <div className=""overflow-x-auto bg-white rounded-xl shadow-lg p-4"">
      <div className=""flex gap-1 min-w-max"">
        {TACTICS_ORDER.map(tactic => (
          <TacticColumn
            key={tactic}
            tactic={tactic}
            techniques={techniquesByTactic[tactic] || []}
            colorScale={colorScale}
            onTechniqueClick={onTechniqueClick}
          />
        ))}
      </div>
      <HeatmapLegend colorScale={colorScale} />
    </div>
  );
};
```

**Fichiers:**
- src/components/AttackMatrix/MitreMatrix.tsx
- src/components/AttackMatrix/index.ts

**Definition of Done:**
- [ ] Composant affiche les 14 tactics MITRE
- [ ] Techniques groupees par tactic
- [ ] Scale de couleurs D3.js fonctionnelle
- [ ] Scroll horizontal pour petits ecrans
- [ ] Props TypeScript correctement types
- [ ] Tests unitaires passes",dashboard;d3
"[FE-33] Creer composant TacticColumn",Task,"**Objectif:** Creer le composant colonne pour une tactic MITRE affichant le nom de la tactic et la liste verticale de ses techniques.

**Code TSX exemple:**
```tsx
import React from 'react';
import { TechniqueCell } from './TechniqueCell';
import { Technique } from '../../types';

interface TacticColumnProps {
  tactic: string;
  techniques: Technique[];
  colorScale: d3.ScaleOrdinal<string, string>;
  getStatus: (techniqueId: string) => string;
  onTechniqueClick: (technique: Technique) => void;
}

const TACTIC_LABELS: Record<string, string> = {
  'reconnaissance': 'Reconnaissance',
  'initial-access': 'Initial Access',
  'execution': 'Execution',
  'persistence': 'Persistence',
  'privilege-escalation': 'Privilege Escalation',
  'defense-evasion': 'Defense Evasion',
  'credential-access': 'Credential Access',
  'discovery': 'Discovery',
  'lateral-movement': 'Lateral Movement',
  'collection': 'Collection',
  'command-and-control': 'Command & Control',
  'exfiltration': 'Exfiltration',
  'impact': 'Impact'
};

export const TacticColumn: React.FC<TacticColumnProps> = ({
  tactic, techniques, colorScale, getStatus, onTechniqueClick
}) => {
  return (
    <div className=""flex flex-col min-w-[140px]"">
      <div className=""bg-slate-800 text-white text-xs font-semibold p-2 rounded-t text-center"">
        {TACTIC_LABELS[tactic] || tactic}
      </div>
      <div className=""flex flex-col gap-1 p-1 bg-slate-100 rounded-b"">
        {techniques.map(technique => (
          <TechniqueCell
            key={technique.id}
            technique={technique}
            status={getStatus(technique.id)}
            color={colorScale(getStatus(technique.id))}
            onClick={() => onTechniqueClick(technique)}
          />
        ))}
      </div>
    </div>
  );
};
```

**Fichiers:**
- src/components/AttackMatrix/TacticColumn.tsx

**Definition of Done:**
- [ ] Header avec nom de la tactic
- [ ] Liste verticale des techniques
- [ ] Mapping des labels tactics correct
- [ ] Style coherent avec design system
- [ ] Props TypeScript types
- [ ] Tests unitaires passes",dashboard;d3
"[FE-34] Creer composant TechniqueCell",Task,"**Objectif:** Creer le composant cellule pour une technique MITRE avec couleur de status, tooltip et accessibilite.

**Code TSX exemple:**
```tsx
import React from 'react';
import { Technique } from '../../types';

interface TechniqueCellProps {
  technique: Technique;
  status: string;
  color: string;
  onClick: () => void;
}

const STATUS_ICONS: Record<string, string> = {
  blocked: 'checkmark',
  detected: 'warning',
  success: 'x',
  untested: 'circle'
};

export const TechniqueCell: React.FC<TechniqueCellProps> = ({
  technique, status, color, onClick
}) => {
  return (
    <div
      className=""p-2 rounded cursor-pointer transition-all hover:scale-105 hover:shadow-lg focus:ring-2 focus:ring-blue-500""
      style={{ backgroundColor: color }}
      onClick={onClick}
      onKeyDown={(e) => e.key === 'Enter' && onClick()}
      tabIndex={0}
      role=""button""
      aria-label={`${technique.id}: ${technique.name} - Status: ${status}`}
      title={`${technique.id}: ${technique.name}\nStatus: ${status}`}
    >
      <div className=""text-xs font-mono text-white opacity-75"">
        {technique.id}
      </div>
      <div className=""text-sm text-white font-medium truncate"">
        {technique.name}
      </div>
      <span className=""sr-only"">{status}</span>
    </div>
  );
};
```

**Fichiers:**
- src/components/AttackMatrix/TechniqueCell.tsx

**Definition of Done:**
- [ ] Affiche ID et nom technique
- [ ] Couleur selon status
- [ ] Tooltip au hover
- [ ] Accessible au clavier (Tab + Enter)
- [ ] ARIA labels pour lecteurs ecran
- [ ] Animation hover fluide
- [ ] Tests unitaires passes",dashboard;d3
"[FE-35] Creer composant HeatmapLegend",Task,"**Objectif:** Creer la legende de la heatmap expliquant les couleurs: bloque (vert), detecte (jaune), succes attaque (rouge), non teste (gris).

**Code TSX exemple:**
```tsx
import React from 'react';
import * as d3 from 'd3';

interface HeatmapLegendProps {
  colorScale: d3.ScaleOrdinal<string, string>;
}

const LEGEND_ITEMS = [
  { status: 'blocked', label: 'Bloque', description: 'Attaque bloquee par les defenses' },
  { status: 'detected', label: 'Detecte', description: 'Attaque detectee mais non bloquee' },
  { status: 'success', label: 'Succes', description: 'Attaque reussie sans detection' },
  { status: 'untested', label: 'Non teste', description: 'Technique non encore testee' }
];

export const HeatmapLegend: React.FC<HeatmapLegendProps> = ({ colorScale }) => {
  return (
    <div className=""flex flex-wrap gap-4 mt-4 p-4 bg-slate-50 rounded-lg"">
      <span className=""text-sm font-semibold text-slate-700"">Legende:</span>
      {LEGEND_ITEMS.map(({ status, label, description }) => (
        <div
          key={status}
          className=""flex items-center gap-2""
          title={description}
        >
          <div
            className=""w-4 h-4 rounded""
            style={{ backgroundColor: colorScale(status) }}
          />
          <span className=""text-sm text-slate-600"">{label}</span>
        </div>
      ))}
    </div>
  );
};
```

**Fichiers:**
- src/components/AttackMatrix/HeatmapLegend.tsx

**Definition of Done:**
- [ ] 4 items de legende affiches
- [ ] Couleurs coherentes avec colorScale
- [ ] Tooltips descriptifs
- [ ] Layout responsive (wrap sur mobile)
- [ ] Tests unitaires passes",dashboard;d3
"[FE-36] Creer composant TechniqueDetails",Task,"**Objectif:** Creer le panel lateral affichant les details d'une technique selectionnee: description, resultats precedents, commandes executees.

**Code TSX exemple:**
```tsx
import React from 'react';
import { Technique, ExecutionResult } from '../../types';
import { ResultBadge } from '../Execution/ResultBadge';

interface TechniqueDetailsProps {
  technique: Technique;
  results?: ExecutionResult[];
}

export const TechniqueDetails: React.FC<TechniqueDetailsProps> = ({
  technique, results = []
}) => {
  return (
    <div className=""bg-white rounded-xl shadow-lg p-6"">
      <div className=""flex items-start justify-between mb-4"">
        <div>
          <span className=""text-xs font-mono text-slate-500"">{technique.id}</span>
          <h3 className=""text-lg font-semibold text-slate-800"">{technique.name}</h3>
        </div>
        <span className=""px-2 py-1 bg-slate-100 rounded text-xs"">{technique.tactic}</span>
      </div>

      <p className=""text-sm text-slate-600 mb-4"">{technique.description}</p>

      <div className=""mb-4"">
        <h4 className=""text-sm font-semibold mb-2"">Plateformes</h4>
        <div className=""flex gap-2"">
          {technique.platforms.map(p => (
            <span key={p} className=""px-2 py-1 bg-blue-100 text-blue-700 rounded text-xs"">{p}</span>
          ))}
        </div>
      </div>

      {results.length > 0 && (
        <div>
          <h4 className=""text-sm font-semibold mb-2"">Derniers resultats</h4>
          <div className=""space-y-2"">
            {results.slice(0, 5).map(r => (
              <div key={r.id} className=""flex items-center justify-between p-2 bg-slate-50 rounded"">
                <span className=""text-xs text-slate-500"">{new Date(r.timestamp).toLocaleString()}</span>
                <ResultBadge status={r.status} />
              </div>
            ))}
          </div>
        </div>
      )}

      <a
        href={`https://attack.mitre.org/techniques/${technique.id.replace('.', '/')}`}
        target=""_blank""
        rel=""noopener noreferrer""
        className=""mt-4 block text-sm text-blue-600 hover:underline""
      >
        Voir sur MITRE ATT&CK
      </a>
    </div>
  );
};
```

**Fichiers:**
- src/components/AttackMatrix/TechniqueDetails.tsx

**Definition of Done:**
- [ ] Affiche ID, nom, description technique
- [ ] Liste des plateformes supportees
- [ ] Historique des 5 derniers resultats
- [ ] Lien externe vers MITRE ATT&CK
- [ ] Tests unitaires passes",dashboard;component
"[FE-37] Configurer D3.js",Task,"**Objectif:** Installer et configurer D3.js avec les types TypeScript et creer les helpers utilitaires pour la visualisation.

**Code TSX exemple:**
```tsx
// src/lib/d3-helpers.ts
import * as d3 from 'd3';

export const STATUS_COLORS = {
  blocked: '#22c55e',   // green-500
  detected: '#f59e0b',  // amber-500
  success: '#ef4444',   // red-500
  untested: '#6b7280',  // gray-500
  error: '#8b5cf6'      // violet-500
} as const;

export type StatusType = keyof typeof STATUS_COLORS;

export const createStatusColorScale = () => {
  return d3.scaleOrdinal<StatusType, string>()
    .domain(Object.keys(STATUS_COLORS) as StatusType[])
    .range(Object.values(STATUS_COLORS));
};

export const createCoverageScale = () => {
  return d3.scaleSequential(d3.interpolateRdYlGn)
    .domain([0, 100]);
};

export const formatPercentage = (value: number): string => {
  return d3.format('.1%')(value / 100);
};

// Hook pour utiliser D3 avec React
export const useD3 = (
  renderFn: (svg: d3.Selection<SVGSVGElement, unknown, null, undefined>) => void,
  dependencies: React.DependencyList
) => {
  const ref = React.useRef<SVGSVGElement>(null);

  React.useEffect(() => {
    if (ref.current) {
      renderFn(d3.select(ref.current));
    }
  }, dependencies);

  return ref;
};
```

**Fichiers:**
- src/lib/d3-helpers.ts
- package.json (ajout d3, @types/d3)
- tsconfig.json (verification config)

**Definition of Done:**
- [ ] d3 et @types/d3 installes
- [ ] Helper createStatusColorScale fonctionnel
- [ ] Hook useD3 pour integration React
- [ ] Types TypeScript corrects
- [ ] Export depuis index.ts
- [ ] Tests unitaires passes",dashboard;d3
